country,year,category,count
Latvia,2016,Asylum/Protection,135
Latvia,2016,Education,1314
Latvia,2016,Employment,1736
Latvia,2016,Family,2197
Latvia,2016,Other,790
Latvia,2017,Asylum/Protection,265
Latvia,2017,Education,1603
Latvia,2017,Employment,2158
Latvia,2017,Family,2062
Latvia,2017,Other,824
Latvia,2018,Asylum/Protection,30
Latvia,2018,Education,2339
Latvia,2018,Employment,3575
Latvia,2018,Family,2238
Latvia,2018,Other,700
Latvia,2019,Asylum/Protection,35
Latvia,2019,Education,2577
Latvia,2019,Employment,4447
Latvia,2019,Family,2410
Latvia,2019,Other,709
Latvia,2020,Asylum/Protection,25
Latvia,2020,Education,1211
Latvia,2020,Employment,2545
Latvia,2020,Family,1395
Latvia,2020,Other,381
Latvia,2021,Asylum/Protection,90
Latvia,2021,Education,1380
Latvia,2021,Employment,3685
Latvia,2021,Family,2146
Latvia,2021,Other,927
Latvia,2022,Asylum/Protection,230
Latvia,2022,Education,1985
Latvia,2022,Employment,3549
Latvia,2022,Family,2203
Latvia,2022,Other,1053
Latvia,2023,Asylum/Protection,120
Latvia,2023,Education,3243
Latvia,2023,Employment,3838
Latvia,2023,Family,2249
Latvia,2023,Other,863
Latvia,2024,Asylum/Protection,185
Latvia,2024,Education,2916
Latvia,2024,Employment,3558
Latvia,2024,Family,1677
Latvia,2024,Other,876
Liechtenstein,2014,Asylum/Protection,0
Liechtenstein,2014,Education,35
Liechtenstein,2014,Employment,103
Liechtenstein,2014,Family,501
Liechtenstein,2014,Other,89
Liechtenstein,2015,Asylum/Protection,5
Liechtenstein,2015,Education,43
Liechtenstein,2015,Employment,104
Liechtenstein,2015,Family,533
Liechtenstein,2015,Other,128
Liechtenstein,2016,Asylum/Protection,45
Liechtenstein,2016,Education,50
Liechtenstein,2016,Employment,99
Liechtenstein,2016,Family,533
Liechtenstein,2016,Other,103
Liechtenstein,2017,Asylum/Protection,25
Liechtenstein,2017,Education,45
Liechtenstein,2017,Employment,104
Liechtenstein,2017,Family,539
Liechtenstein,2017,Other,105
Liechtenstein,2018,Asylum/Protection,10
Liechtenstein,2018,Education,43
Liechtenstein,2018,Employment,109
Liechtenstein,2018,Family,575
Liechtenstein,2018,Other,84
Liechtenstein,2019,Asylum/Protection,15
Liechtenstein,2019,Education,46
Liechtenstein,2019,Employment,120
Liechtenstein,2019,Family,648
Liechtenstein,2019,Other,78
Liechtenstein,2020,Asylum/Protection,10
Liechtenstein,2020,Education,34
Liechtenstein,2020,Employment,105
Liechtenstein,2020,Family,652
Liechtenstein,2020,Other,68
Liechtenstein,2021,Asylum/Protection,5
Liechtenstein,2021,Education,28
Liechtenstein,2021,Employment,137
Liechtenstein,2021,Family,683
Liechtenstein,2021,Other,58
Liechtenstein,2022,Asylum/Protection,10
Liechtenstein,2022,Education,22
Liechtenstein,2022,Employment,124
Liechtenstein,2022,Family,688
Liechtenstein,2022,Other,68
Liechtenstein,2023,Asylum/Protection,10
Liechtenstein,2023,Education,26
Liechtenstein,2023,Employment,110
Liechtenstein,2023,Family,677
Liechtenstein,2023,Other,89
Liechtenstein,2024,Asylum/Protection,10
Liechtenstein,2024,Education,38
Liechtenstein,2024,Employment,93
Liechtenstein,2024,Family,667
Liechtenstein,2024,Other,69
Lithuania,2014,Asylum/Protection,70
Lithuania,2014,Education,666
Lithuania,2014,Employment,4800
Lithuania,2014,Family,1473
Lithuania,2014,Other,313
Lithuania,2015,Asylum/Protection,85
Lithuania,2015,Education,743
Lithuania,2015,Employment,2789
Lithuania,2015,Family,1273
Lithuania,2015,Other,373
Lithuania,2016,Asylum/Protection,195
Lithuania,2016,Education,928
Lithuania,2016,Employment,4082
Lithuania,2016,Family,1173
Lithuania,2016,Other,567
Lithuania,2017,Asylum/Protection,285
Lithuania,2017,Education,994
Lithuania,2017,Employment,7572
Lithuania,2017,Family,1001
Lithuania,2017,Other,640
Lithuania,2018,Asylum/Protection,135
Lithuania,2018,Education,1194
Lithuania,2018,Employment,9506
Lithuania,2018,Family,1011
Lithuania,2018,Other,556
Lithuania,2019,Asylum/Protection,90
Lithuania,2019,Education,1337
Lithuania,2019,Employment,18395
Lithuania,2019,Family,1144
Lithuania,2019,Other,539
Lithuania,2020,Asylum/Protection,80
Lithuania,2020,Education,1353
Lithuania,2020,Employment,19534
Lithuania,2020,Family,970
Lithuania,2020,Other,654
Lithuania,2021,Asylum/Protection,420
Lithuania,2021,Education,1722
Lithuania,2021,Employment,15939
Lithuania,2021,Family,1890
Lithuania,2021,Other,1426
Lithuania,2022,Asylum/Protection,305
Lithuania,2022,Education,1970
Lithuania,2022,Employment,22347
Lithuania,2022,Family,4434
Lithuania,2022,Other,4448
Lithuania,2023,Asylum/Protection,395
Lithuania,2023,Education,4565
Lithuania,2023,Employment,46920
Lithuania,2023,Family,2502
Lithuania,2023,Other,2086
Lithuania,2024,Asylum/Protection,165
Lithuania,2024,Education,5726
Lithuania,2024,Employment,44742
Lithuania,2024,Family,2589
Lithuania,2024,Other,1608
Luxembourg,2014,Asylum/Protection,120
Luxembourg,2014,Education,456
Luxembourg,2014,Employment,965
Luxembourg,2014,Family,2470
Luxembourg,2014,Other,398
Luxembourg,2015,Asylum/Protection,185
Luxembourg,2015,Education,442
Luxembourg,2015,Employment,1257
Luxembourg,2015,Family,2806
Luxembourg,2015,Other,413
Luxembourg,2016,Asylum/Protection,765
Luxembourg,2016,Education,420
Luxembourg,2016,Employment,1340
Luxembourg,2016,Family,2952
Luxembourg,2016,Other,915
Luxembourg,2017,Asylum/Protection,1125
Luxembourg,2017,Education,579
Luxembourg,2017,Employment,1783
Luxembourg,2017,Family,3277
Luxembourg,2017,Other,1568
Luxembourg,2018,Asylum/Protection,1010
Luxembourg,2018,Education,565
Luxembourg,2018,Employment,2142
Luxembourg,2018,Family,3573
Luxembourg,2018,Other,1447
Luxembourg,2019,Asylum/Protection,670
Luxembourg,2019,Education,632
Luxembourg,2019,Employment,2614
Luxembourg,2019,Family,4118
Luxembourg,2019,Other,1064
Luxembourg,2020,Asylum/Protection,750
Luxembourg,2020,Education,249
Luxembourg,2020,Employment,1554
Luxembourg,2020,Family,2894
Luxembourg,2020,Other,1010
Luxembourg,2021,Asylum/Protection,860
Luxembourg,2021,Education,546
Luxembourg,2021,Employment,1918
Luxembourg,2021,Family,3628
Luxembourg,2021,Other,984
Luxembourg,2022,Asylum/Protection,1040
Luxembourg,2022,Education,633
Luxembourg,2022,Employment,3204
Luxembourg,2022,Family,4181
Luxembourg,2022,Other,1227
Luxembourg,2023,Asylum/Protection,910
Luxembourg,2023,Education,786
Luxembourg,2023,Employment,3151
Luxembourg,2023,Family,4630
Luxembourg,2023,Other,1173
Luxembourg,2024,Asylum/Protection,970
Luxembourg,2024,Education,853
Luxembourg,2024,Employment,2493
Luxembourg,2024,Family,5163
Luxembourg,2024,Other,1373
Malta,2014,Asylum/Protection,1260
Malta,2014,Education,2924
Malta,2014,Employment,2044
Malta,2014,Family,2077
Malta,2014,Other,2850
Malta,2015,Asylum/Protection,1250
Malta,2015,Education,2346
Malta,2015,Employment,2782
Malta,2015,Family,2143
Malta,2015,Other,2713
Malta,2016,Asylum/Protection,1190
Malta,2016,Education,1848
Malta,2016,Employment,3036
Malta,2016,Family,1719
Malta,2016,Other,2392
Malta,2017,Asylum/Protection,760
Malta,2017,Education,3050
Malta,2017,Employment,5997
Malta,2017,Family,1584
Malta,2017,Other,1866
Malta,2018,Asylum/Protection,645
Malta,2018,Education,3397
Malta,2018,Employment,10178
Malta,2018,Family,1534
Malta,2018,Other,2067
Malta,2019,Asylum/Protection,405
Malta,2019,Education,4620
Malta,2019,Employment,12644
Malta,2019,Family,1577
Malta,2019,Other,2324
Malta,2020,Asylum/Protection,270
Malta,2020,Education,2041
Malta,2020,Employment,6592
Malta,2020,Family,879
Malta,2020,Other,1595
Malta,2021,Asylum/Protection,180
Malta,2021,Education,2790
Malta,2021,Employment,8060
Malta,2021,Family,1811
Malta,2021,Other,1697
Malta,2022,Asylum/Protection,190
Malta,2022,Education,5260
Malta,2022,Employment,27549
Malta,2022,Family,2693
Malta,2022,Other,2349
Malta,2023,Asylum/Protection,325
Malta,2023,Education,7280
Malta,2023,Employment,27808
Malta,2023,Family,3154
Malta,2023,Other,3685
Malta,2024,Asylum/Protection,230
Malta,2024,Education,7548
Malta,2024,Employment,14596
Malta,2024,Family,2599
Malta,2024,Other,4690
Montenegro,2018,Asylum/Protection,10
Montenegro,2019,Asylum/Protection,20
Montenegro,2020,Asylum/Protection,15
Montenegro,2021,Asylum/Protection,45
Montenegro,2022,Asylum/Protection,50
Montenegro,2023,Asylum/Protection,315
Montenegro,2024,Asylum/Protection,285
Netherlands,2014,Asylum/Protection,12550
Netherlands,2014,Education,12746
Netherlands,2014,Employment,11780
Netherlands,2014,Family,22115
Netherlands,2014,Other,22928
Netherlands,2015,Asylum/Protection,16450
Netherlands,2015,Education,15263
Netherlands,2015,Employment,13308
Netherlands,2015,Family,21683
Netherlands,2015,Other,36437
Netherlands,2016,Asylum/Protection,20810
Netherlands,2016,Education,16317
Netherlands,2016,Employment,14621
Netherlands,2016,Family,24962
Netherlands,2016,Other,39853
Netherlands,2017,Asylum/Protection,7810
Netherlands,2017,Education,17239
Netherlands,2017,Employment,17744
Netherlands,2017,Family,30968
Netherlands,2017,Other,31444
Netherlands,2018,Asylum/Protection,3620
Netherlands,2018,Education,18472
Netherlands,2018,Employment,20885
Netherlands,2018,Family,34036
Netherlands,2018,Other,18675
Netherlands,2019,Asylum/Protection,4845
Netherlands,2019,Education,20178
Netherlands,2019,Employment,22030
Netherlands,2019,Family,38653
Netherlands,2019,Other,21271
Netherlands,2020,Asylum/Protection,8620
Netherlands,2020,Education,11644
Netherlands,2020,Employment,13345
Netherlands,2020,Family,28872
Netherlands,2020,Other,19650
Netherlands,2021,Asylum/Protection,12065
Netherlands,2021,Education,19589
Netherlands,2021,Employment,20769
Netherlands,2021,Family,34541
Netherlands,2021,Other,30980
Netherlands,2022,Asylum/Protection,15180
Netherlands,2022,Education,21871
Netherlands,2022,Employment,32123
Netherlands,2022,Family,45870
Netherlands,2022,Other,37336
Netherlands,2023,Asylum/Protection,14485
Netherlands,2023,Education,22922
Netherlands,2023,Employment,27439
Netherlands,2023,Family,45339
Netherlands,2023,Other,36085
Netherlands,2024,Asylum/Protection,15960
Netherlands,2024,Education,21877
Netherlands,2024,Employment,23415
Netherlands,2024,Family,42209
Netherlands,2024,Other,40877
Norway,2014,Asylum/Protection,4905
Norway,2014,Education,4192
Norway,2014,Employment,7830
Norway,2014,Family,9093
Norway,2014,Other,4787
Norway,2015,Asylum/Protection,6250
Norway,2015,Education,4126
Norway,2015,Employment,7714
Norway,2015,Family,12353
Norway,2015,Other,6490
Norway,2016,Asylum/Protection,12775
Norway,2016,Education,3673
Norway,2016,Employment,7021
Norway,2016,Family,15133
Norway,2016,Other,12522
Norway,2017,Asylum/Protection,4770
Norway,2017,Education,4236
Norway,2017,Employment,7784
Norway,2017,Family,14242
Norway,2017,Other,4451
Norway,2018,Asylum/Protection,1460
Norway,2018,Education,4190
Norway,2018,Employment,8741
Norway,2018,Family,11051
Norway,2018,Other,1722
Norway,2019,Asylum/Protection,1790
Norway,2019,Education,4464
Norway,2019,Employment,9311
Norway,2019,Family,9747
Norway,2019,Other,1827
Norway,2020,Asylum/Protection,1145
Norway,2020,Education,2244
Norway,2020,Employment,6456
Norway,2020,Family,7301
Norway,2020,Other,1401
Norway,2021,Asylum/Protection,1105
Norway,2021,Education,3893
Norway,2021,Employment,6880
Norway,2021,Family,8628
Norway,2021,Other,5255
Norway,2022,Asylum/Protection,1100
Norway,2022,Education,5232
Norway,2022,Employment,8549
Norway,2022,Family,11817
Norway,2022,Other,5072
Norway,2023,Asylum/Protection,2185
Norway,2023,Education,3691
Norway,2023,Employment,8546
Norway,2023,Family,11506
Norway,2023,Other,4855
Norway,2024,Asylum/Protection,1515
Norway,2024,Education,3550
Norway,2024,Employment,7555
Norway,2024,Family,9023
Norway,2024,Other,3461
Poland,2014,Asylum/Protection,720
Poland,2014,Education,29825
Poland,2014,Employment,206279
Poland,2014,Family,1188
Poland,2014,Other,118229
Poland,2015,Asylum/Protection,640
Poland,2015,Education,39308
Poland,2015,Employment,375342
Poland,2015,Family,1010
Poland,2015,Other,125923
Poland,2016,Asylum/Protection,295
Poland,2016,Education,32676
Poland,2016,Employment,493960
Poland,2016,Family,8416
Poland,2016,Other,50917
Poland,2017,Asylum/Protection,510
Poland,2017,Education,34709
Poland,2017,Employment,596916
Poland,2017,Family,9201
Poland,2017,Other,48086
Poland,2018,Asylum/Protection,375
Poland,2018,Education,42204
Poland,2018,Employment,533646
Poland,2018,Family,13050
Poland,2018,Other,59269
Poland,2019,Asylum/Protection,265
Poland,2019,Education,20760
Poland,2019,Employment,625120
Poland,2019,Family,16780
Poland,2019,Other,61756
Poland,2020,Asylum/Protection,370
Poland,2020,Education,27244
Poland,2020,Employment,502342
Poland,2020,Family,12250
Poland,2020,Other,56211
Poland,2021,Asylum/Protection,2155
Poland,2021,Education,45596
Poland,2021,Employment,790070
Poland,2021,Family,11159
Poland,2021,Other,120520
Poland,2022,Asylum/Protection,3870
Poland,2022,Education,33342
Poland,2022,Employment,447225
Poland,2022,Family,19004
Poland,2022,Other,200693
Poland,2023,Asylum/Protection,4635
Poland,2023,Education,30926
Poland,2023,Employment,427162
Poland,2023,Family,19259
Poland,2023,Other,165442
Poland,2024,Asylum/Protection,7015
Poland,2024,Education,24390
Poland,2024,Employment,337874
Poland,2024,Family,22544
Poland,2024,Other,104038
Portugal,2014,Asylum/Protection,110
Portugal,2014,Education,3407
Portugal,2014,Employment,6409
Portugal,2014,Family,13846
Portugal,2014,Other,6102
Portugal,2015,Asylum/Protection,195
Portugal,2015,Education,3139
Portugal,2015,Employment,6805
Portugal,2015,Family,12916
Portugal,2015,Other,6161
Portugal,2016,Asylum/Protection,320
Portugal,2016,Education,3459
Portugal,2016,Employment,5791
Portugal,2016,Family,12755
Portugal,2016,Other,3723
Portugal,2017,Asylum/Protection,500
Portugal,2017,Education,4883
Portugal,2017,Employment,8164
Portugal,2017,Family,17840
Portugal,2017,Other,3186
Portugal,2018,Asylum/Protection,625
Portugal,2018,Education,8369
Portugal,2018,Employment,20256
Portugal,2018,Family,26659
Portugal,2018,Other,6457
Portugal,2019,Asylum/Protection,170
Portugal,2019,Education,13356
Portugal,2019,Employment,34999
Portugal,2019,Family,38203
Portugal,2019,Other,6917
Portugal,2020,Asylum/Protection,95
Portugal,2020,Education,12285
Portugal,2020,Employment,32666
Portugal,2020,Family,35735
Portugal,2020,Other,3711
Portugal,2021,Asylum/Protection,305
Portugal,2021,Education,10919
Portugal,2021,Employment,38659
Portugal,2021,Family,29516
Portugal,2021,Other,5711
Portugal,2022,Asylum/Protection,675
Portugal,2022,Education,9712
Portugal,2022,Employment,53194
Portugal,2022,Family,38602
Portugal,2022,Other,7176
Portugal,2023,Asylum/Protection,310
Portugal,2023,Education,23878
Portugal,2023,Employment,55161
Portugal,2023,Family,44617
Portugal,2023,Other,12251
Portugal,2024,Asylum/Protection,10
Portugal,2024,Education,16664
Portugal,2024,Employment,60553
Portugal,2024,Family,24154
Portugal,2024,Other,20501
Romania,2014,Asylum/Protection,740
Romania,2014,Education,3535
Romania,2014,Employment,1803
Romania,2014,Family,3331
Romania,2014,Other,1625
Romania,2015,Asylum/Protection,480
Romania,2015,Education,4374
Romania,2015,Employment,1680
Romania,2015,Family,3770
Romania,2015,Other,1465
Romania,2016,Asylum/Protection,805
Romania,2016,Education,4631
Romania,2016,Employment,1766
Romania,2016,Family,3871
Romania,2016,Other,1599
Romania,2017,Asylum/Protection,1245
Romania,2017,Education,4448
Romania,2017,Employment,2952
Romania,2017,Family,3578
Romania,2017,Other,2286
Romania,2018,Asylum/Protection,595
Romania,2018,Education,4635
Romania,2018,Employment,6347
Romania,2018,Family,3856
Romania,2018,Other,1649
Romania,2019,Asylum/Protection,585
Romania,2019,Education,4943
Romania,2019,Employment,16394
Romania,2019,Family,4205
Romania,2019,Other,1561
Romania,2020,Asylum/Protection,635
Romania,2020,Education,3028
Romania,2020,Employment,10788
Romania,2020,Family,2789
Romania,2020,Other,1239
Romania,2021,Asylum/Protection,1140
Romania,2021,Education,4069
Romania,2021,Employment,18011
Romania,2021,Family,4145
Romania,2021,Other,2025
Romania,2022,Asylum/Protection,1025
Romania,2022,Education,4851
Romania,2022,Employment,31079
Romania,2022,Family,4224
Romania,2022,Other,2053
Romania,2023,Asylum/Protection,965
Romania,2023,Education,5110
Romania,2023,Employment,44662
Romania,2023,Family,5109
Romania,2023,Other,2039
Romania,2024,Asylum/Protection,745
Romania,2024,Education,5398
Romania,2024,Employment,44084
Romania,2024,Family,5534
Romania,2024,Other,2095
Serbia,2024,Education,1611
Serbia,2024,Employment,20636
Serbia,2024,Family,9347
Serbia,2024,Other,3129
Slovakia,2014,Asylum/Protection,170
Slovakia,2014,Education,1082
Slovakia,2014,Employment,1741
Slovakia,2014,Family,1735
Slovakia,2014,Other,952
Slovakia,2015,Asylum/Protection,80
Slovakia,2015,Education,1475
Slovakia,2015,Employment,3142
Slovakia,2015,Family,2541
Slovakia,2015,Other,2121
Slovakia,2016,Asylum/Protection,210
Slovakia,2016,Education,1723
Slovakia,2016,Employment,3590
Slovakia,2016,Family,2582
Slovakia,2016,Other,2332
Slovakia,2017,Asylum/Protection,60
Slovakia,2017,Education,1989
Slovakia,2017,Employment,7421
Slovakia,2017,Family,2631
Slovakia,2017,Other,1647
Slovakia,2018,Asylum/Protection,45
Slovakia,2018,Education,2325
Slovakia,2018,Employment,13989
Slovakia,2018,Family,2894
Slovakia,2018,Other,1832
Slovakia,2019,Asylum/Protection,35
Slovakia,2019,Education,2914
Slovakia,2019,Employment,20885
Slovakia,2019,Family,3529
Slovakia,2019,Other,1508
Slovakia,2020,Asylum/Protection,40
Slovakia,2020,Education,2332
Slovakia,2020,Employment,12077
Slovakia,2020,Family,2901
Slovakia,2020,Other,941
Slovakia,2021,Asylum/Protection,45
Slovakia,2021,Education,2721
Slovakia,2021,Employment,21852
Slovakia,2021,Family,3707
Slovakia,2021,Other,787
Slovakia,2022,Asylum/Protection,70
Slovakia,2022,Education,3345
Slovakia,2022,Employment,19339
Slovakia,2022,Family,4062
Slovakia,2022,Other,695
Slovakia,2023,Asylum/Protection,75
Slovakia,2023,Education,4160
Slovakia,2023,Employment,20042
Slovakia,2023,Family,3740
Slovakia,2023,Other,808
Slovakia,2024,Asylum/Protection,60
Slovakia,2024,Education,2561
Slovakia,2024,Employment,12390
Slovakia,2024,Family,3253
Slovakia,2024,Other,755
Slovenia,2014,Asylum/Protection,45
Slovenia,2014,Education,500
Slovenia,2014,Employment,4168
Slovenia,2014,Family,5099
Slovenia,2014,Other,109
Slovenia,2015,Asylum/Protection,45
Slovenia,2015,Education,1315
Slovenia,2015,Employment,5423
Slovenia,2015,Family,4593
Slovenia,2015,Other,86
Slovenia,2016,Asylum/Protection,170
Slovenia,2016,Education,1799
Slovenia,2016,Employment,6894
Slovenia,2016,Family,4592
Slovenia,2016,Other,232
Slovenia,2017,Asylum/Protection,150
Slovenia,2017,Education,1784
Slovenia,2017,Employment,12194
Slovenia,2017,Family,5417
Slovenia,2017,Other,214
Slovenia,2018,Asylum/Protection,100
Slovenia,2018,Education,2241
Slovenia,2018,Employment,21030
Slovenia,2018,Family,6208
Slovenia,2018,Other,153
Slovenia,2019,Asylum/Protection,85
Slovenia,2019,Education,2644
Slovenia,2019,Employment,20356
Slovenia,2019,Family,8350
Slovenia,2019,Other,167
Slovenia,2020,Asylum/Protection,85
Slovenia,2020,Education,1830
Slovenia,2020,Employment,9929
Slovenia,2020,Family,7105
Slovenia,2020,Other,146
Slovenia,2021,Asylum/Protection,15
Slovenia,2021,Education,1573
Slovenia,2021,Employment,17927
Slovenia,2021,Family,7453
Slovenia,2021,Other,146
Slovenia,2022,Asylum/Protection,205
Slovenia,2022,Education,2424
Slovenia,2022,Employment,22517
Slovenia,2022,Family,7499
Slovenia,2022,Other,341
Slovenia,2023,Asylum/Protection,130
Slovenia,2023,Education,2579
Slovenia,2023,Employment,20714
Slovenia,2023,Family,8299
Slovenia,2023,Other,263
Slovenia,2024,Asylum/Protection,185
Slovenia,2024,Education,2802
Slovenia,2024,Employment,15680
Slovenia,2024,Family,8533
Slovenia,2024,Other,363
Spain,2014,Asylum/Protection,1585
Spain,2014,Education,29668
Spain,2014,Employment,42873
Spain,2014,Family,101025
Spain,2014,Other,15915
Spain,2015,Asylum/Protection,1020
Spain,2015,Education,33096
Spain,2015,Employment,41566
Spain,2015,Family,102454
Spain,2015,Other,15815
Spain,2016,Asylum/Protection,6855
Spain,2016,Education,35636
Spain,2016,Employment,38154
Spain,2016,Family,115143
Spain,2016,Other,22600
Spain,2017,Asylum/Protection,4090
Spain,2017,Education,39664
Spain,2017,Employment,42672
Spain,2017,Family,125637
Spain,2017,Other,23180
Spain,2018,Asylum/Protection,2895
Spain,2018,Education,41983
Spain,2018,Employment,58433
Spain,2018,Family,134196
Spain,2018,Other,24988
Spain,2019,Asylum/Protection,38420
Spain,2019,Education,45032
Spain,2019,Employment,63267
Spain,2019,Family,143860
Spain,2019,Other,67878
Spain,2020,Asylum/Protection,51055
Spain,2020,Education,28550
Spain,2020,Employment,81158
Spain,2020,Family,119738
Spain,2020,Other,82909
Spain,2021,Asylum/Protection,20405
Spain,2021,Education,51090
Spain,2021,Employment,88119
Spain,2021,Family,159246
Spain,2021,Other,73318
Spain,2022,Asylum/Protection,35125
Spain,2022,Education,58418
Spain,2022,Employment,140034
Spain,2022,Family,174532
Spain,2022,Other,82569
Spain,2023,Asylum/Protection,52630
Spain,2023,Education,90922
Spain,2023,Employment,128844
Spain,2023,Family,230138
Spain,2023,Other,98793
Spain,2024,Asylum/Protection,50700
Spain,2024,Education,117056
Spain,2024,Employment,95735
Spain,2024,Family,258192
Spain,2024,Other,90657
Sweden,2014,Asylum/Protection,30650
Sweden,2014,Education,9194
Sweden,2014,Employment,14857
Sweden,2014,Family,46262
Sweden,2014,Other,37634
Sweden,2015,Asylum/Protection,32360
Sweden,2015,Education,8975
Sweden,2015,Employment,15726
Sweden,2015,Family,46354
Sweden,2015,Other,39568
Sweden,2016,Asylum/Protection,66585
Sweden,2016,Education,8803
Sweden,2016,Employment,15632
Sweden,2016,Family,47697
Sweden,2016,Other,74608
Sweden,2017,Asylum/Protection,26510
Sweden,2017,Education,10736
Sweden,2017,Employment,18138
Sweden,2017,Family,59237
Sweden,2017,Other,40134
Sweden,2018,Asylum/Protection,10820
Sweden,2018,Education,11071
Sweden,2018,Employment,23926
Sweden,2018,Family,58939
Sweden,2018,Other,29497
Sweden,2019,Asylum/Protection,6905
Sweden,2019,Education,11720
Sweden,2019,Employment,25556
Sweden,2019,Family,48659
Sweden,2019,Other,21277
Sweden,2020,Asylum/Protection,5450
Sweden,2020,Education,6834
Sweden,2020,Employment,17313
Sweden,2020,Family,37341
Sweden,2020,Other,13364
Sweden,2021,Asylum/Protection,3900
Sweden,2021,Education,10705
Sweden,2021,Employment,21115
Sweden,2021,Family,37371
Sweden,2021,Other,14021
Sweden,2022,Asylum/Protection,4845
Sweden,2022,Education,10928
Sweden,2022,Employment,24082
Sweden,2022,Family,36165
Sweden,2022,Other,13613
Sweden,2023,Asylum/Protection,5250
Sweden,2023,Education,11611
Sweden,2023,Employment,19124
Sweden,2023,Family,34938
Sweden,2023,Other,11045
Sweden,2024,Asylum/Protection,3320
Sweden,2024,Education,13249
Sweden,2024,Employment,12737
Sweden,2024,Family,32819
Sweden,2024,Other,8012
Switzerland,2014,Asylum/Protection,14020
Switzerland,2014,Education,8767
Switzerland,2014,Employment,12776
Switzerland,2014,Family,18526
Switzerland,2014,Other,3183
Switzerland,2015,Asylum/Protection,13295
Switzerland,2015,Education,10080
Switzerland,2015,Employment,10169
Switzerland,2015,Family,18563
Switzerland,2015,Other,2293
Switzerland,2016,Asylum/Protection,12660
Switzerland,2016,Education,10222
Switzerland,2016,Employment,10033
Switzerland,2016,Family,19508
Switzerland,2016,Other,2258
Switzerland,2017,Asylum/Protection,14000
Switzerland,2017,Education,10625
Switzerland,2017,Employment,10033
Switzerland,2017,Family,19013
Switzerland,2017,Other,2508
Switzerland,2018,Asylum/Protection,14685
Switzerland,2018,Education,10670
Switzerland,2018,Employment,10361
Switzerland,2018,Family,19559
Switzerland,2018,Other,3136
Switzerland,2019,Asylum/Protection,10420
Switzerland,2019,Education,11043
Switzerland,2019,Family,17895
Switzerland,2019,Other,2066
Switzerland,2020,Asylum/Protection,9910
Switzerland,2020,Education,9470
Switzerland,2020,Employment,11601
Switzerland,2020,Family,15893
Switzerland,2021,Asylum/Protection,8740
Switzerland,2021,Education,11785
Switzerland,2021,Employment,10221
Switzerland,2021,Family,19561
Switzerland,2021,Other,3445
Switzerland,2022,Asylum/Protection,9215
Switzerland,2022,Education,13037
Switzerland,2022,Employment,13387
Switzerland,2022,Family,21123
Switzerland,2022,Other,3372
Switzerland,2023,Asylum/Protection,12635
Switzerland,2023,Education,13279
Switzerland,2023,Employment,13707
Switzerland,2023,Family,20677
Switzerland,2023,Other,3017
Switzerland,2024,Asylum/Protection,16385
Switzerland,2024,Education,13023
Switzerland,2024,Employment,12600
Switzerland,2024,Family,18931
Switzerland,2024,Other,2964
United Kingdom,2014,Asylum/Protection,10120
United Kingdom,2014,Education,177234
United Kingdom,2014,Employment,116707
United Kingdom,2014,Family,96501
United Kingdom,2014,Other,177364
United Kingdom,2015,Asylum/Protection,13950
United Kingdom,2015,Education,229097
United Kingdom,2015,Employment,118080
United Kingdom,2015,Family,89936
United Kingdom,2015,Other,195904
United Kingdom,2016,Asylum/Protection,9935
United Kingdom,2016,Education,170943
United Kingdom,2016,Employment,117076
United Kingdom,2016,Family,89341
United Kingdom,2016,Other,152516
United Kingdom,2017,Asylum/Protection,8570
United Kingdom,2017,Education,179633
United Kingdom,2017,Employment,104212
United Kingdom,2017,Family,101142
United Kingdom,2017,Other,132013
United Kingdom,2018,Asylum/Protection,10110
United Kingdom,2018,Education,190346
United Kingdom,2018,Employment,108150
United Kingdom,2018,Family,100540
United Kingdom,2018,Other,51739
United Kingdom,2019,Asylum/Protection,14995
United Kingdom,2019,Employment,0
